"symbol", "name", "exchange"
"CGNX","Cognex Corporation","NMS"
"FARO","FARO Technologies Inc.","NMS"
"ITRI","Itron, Inc.","NMS"
"GRMN","Garmin Ltd.","NMS"
"MIND","Mitcham Industries Inc.","NMS"
"COHR","Coherent Inc.","NMS"
"HURC","Hurco Companies Inc.","NMS"
"RSTI","Rofin-Sinar Technologies Inc.","NMS"
"MTSC","MTS Systems Corporation","NMS"
"FLIR","FLIR Systems, Inc.","NMS"
"AFFX","Affymetrix Inc.","NMS"
"FEIC","FEI Company","NMS"
"CPHD","Cepheid","NMS"
"ASEI","American Science & Engineering Inc.","NMS"
"GSIG","GSI Group Inc.","NMS"
"TRMB","Trimble Navigation Limited","NMS"
"NSSC","Napco Security Technologies, Inc.","NMS"
"ASCMA","Ascent Capital Group, Inc.","NMS"
"LOJN","LoJack Corporation","NMS"
"KTOS","Kratos Defense & Security Solutions, Inc.","NMS"
"SYMC","Symantec Corporation","NMS"
"CHKP","Check Point Software Technologies Ltd.","NMS"
"ASIA","AsiaInfo-Linkage, Inc.","NMS"
"MANT","ManTech International Corporation","NMS"
"MLNX","Mellanox Technologies, Ltd.","NMS"
"CY","Cypress Semiconductor Corporation","NMS"
"AVGO","Avago Technologies Limited","NMS"
"ATML","Atmel Corporation","NMS"
"ENTR","Entropic Communications, Inc.","NMS"
"MXIM","Maxim Integrated Products, Inc.","NMS"
"NXPI","NXP Semiconductors NV","NMS"
"FORM","FormFactor Inc.","NMS"
"GSIT","GSI Technology Inc.","NMS"
"SIMG","Silicon Image, Inc.","NMS"
"KOPN","Kopin Corporation","NMS"
"INTC","Intel Corporation","NMS"
"CAVM","Cavium, Inc.","NMS"
"ISIL","Intersil Corporation","NMS"
"ONNN","ON Semiconductor Corp.","NMS"
"IDTI","Integrated Device Technology, Inc.","NMS"
"MTSI","M/A-Com Technology Solutions Holdings, Inc.","NMS"
"TXN","Texas Instruments Inc.","NMS"
"POWI","Power Integrations Inc.","NMS"
"MRVL","Marvell Technology Group Ltd.","NMS"
"BRCM","Broadcom Corp.","NMS"
"ADI","Analog Devices, Inc.","NMS"
"SMTC","Semtech Corporation","NMS"
"ESIO","Electro Scientific Industries Inc.","NMS"
"EZCH","EZchip Semiconductor Ltd.","NMS"
"MSCC","Microsemi Corporation","NMS"
"TQNT","TriQuint Semiconductor, Inc.","NMS"
"CCMP","Cabot Microelectronics Corporation","NMS"
"DSPG","DSP Group Inc.","NMS"
"ADNC","Audience, Inc.","NMS"
"TSEM","Tower Semiconductor Ltd.","NMS"
"PMCS","PMC-Sierra Inc.","NMS"
"RFMD","RF Micro Devices Inc.","NMS"
"PSMI","Peregrine Semiconductor Corporation","NMS"
"AXTI","AXT Inc.","NMS"
"QLGC","QLogic Corp.","NMS"
"SLAB","Silicon Laboratories Inc.","NMS"
"MCRL","Micrel Inc.","NMS"
"PSEM","Pericom Semiconductor Corp.","NMS"
"SWKS","Skyworks Solutions Inc.","NMS"
"XLNX","Xilinx Inc.","NMS"
"ANAD","Anadigics, Inc.","NMS"
"AMKR","Amkor Technology, Inc.","NMS"
"DIOD","Diodes Incorporated","NMS"
"AMCC","Applied Micro Circuits Corporation","NMS"
"CSUN","China Sunergy Co. Ltd.","NMS"
"MOSY","MoSys, Inc.","NMS"
"OVTI","OmniVision Technologies, Inc.","NMS"
"FCS","Fairchild Semiconductor International Inc.","NMS"
"CRUS","Cirrus Logic Inc.","NMS"
"FSLR","First Solar, Inc.","NMS"
"ALTR","Altera Corp.","NMS"
"ACTS","Actions Semiconductor Co., Ltd.","NMS"
"SCTY","SolarCity Corporation","NMS"
"AOSL","Alpha & Omega Semiconductor, Ltd.","NMS"
"IXYS","IXYS Corp.","NMS"
"HSOL","Hanwha SolarOne Co., Ltd","NMS"
"SPWR","SunPower Corporation","NMS"
"HIMX","Himax Technologies, Inc.","NMS"
"CEVA","CEVA Inc.","NMS"
"LSCC","Lattice Semiconductor Corporation","NMS"
"CSIQ","Canadian Solar Inc.","NMS"
"UCTT","Ultra Clean Holdings Inc.","NMS"
"MCHP","Microchip Technology Inc.","NMS"
"SIGM","Sigma Designs, Inc.","NMS"
"LLTC","Linear Technology Corporation","NMS"
"NVDA","NVIDIA Corporation","NMS"
"MPWR","Monolithic Power Systems Inc.","NMS"
"JASO","JA Solar Holdings Co., Ltd.","NMS"
"NVMI","Nova Measuring Instruments Ltd.","NMS"
"UTEK","Ultratech, Inc.","NMS"
"XCRA","Xcerra Corporation","NMS"
"ACLS","Axcelis Technologies Inc.","NMS"
"VECO","Veeco Instruments Inc.","NMS"
"AMBA","Ambarella, Inc.","NMS"
"RBCN","Rubicon Technology, Inc.","NMS"
"NANO","Nanometrics Incorporated","NMS"
"ASYS","Amtech Systems Inc.","NMS"
"CREE","Cree, Inc.","NMS"
"ENTG","Entegris, Inc.","NMS"
"BRKS","Brooks Automation, Inc.","NMS"
"KLIC","Kulicke and Soffa Industries, Inc.","NMS"
"SNPS","Synopsys Inc.","NMS"
"AMAT","Applied Materials, Inc.","NMS"
"MTSN","Mattson Technology Inc.","NMS"
"LRCX","Lam Research Corporation","NMS"
"COHU","Cohu, Inc.","NMS"
"PLAB","Photronics Inc.","NMS"
"TSRA","Tessera Technologies Inc.","NMS"
"OCLR","Oclaro, Inc.","NMS"
"KLAC","KLA-Tencor Corporation","NMS"
"IPGP","IPG Photonics Corporation","NMS"
"LEDS","SemiLEDs Corporation","NMS"
"SEMI","SunEdison Semiconductor Limited","NMS"
"MU","Micron Technology, Inc.","NMS"
"RMBS","Rambus Inc.","NMS"
"ISSI","Integrated Silicon Solution Inc.","NMS"
"GASS","StealthGas, Inc.","NMS"
"DCIX","Diana Containerships Inc.","NMS"
"TOPS","Top Ships Inc.","NMS"
"VLCCF","Knightsbridge Shipping Limited","NMS"
"SBLK","Star Bulk Carriers Corp.","NMS"
"EGLE","Eagle Bulk Shipping, Inc.","NMS"
"GLNG","Golar LNG Ltd.","NMS"
"DRYS","DryShips, Inc.","NMS"
"DLNG","Dynagas LNG Partners LP","NMS"
"ULTR","Ultrapetrol (Bahamas) Ltd.","NMS"
"ESEA","Euroseas, Ltd.","NMS"
"CPLP","Capital Product Partners L.P.","NMS"
"SSRI","Silver Standard Resources Inc.","NMS"
"LECO","Lincoln Electric Holdings Inc.","NMS"
"IPCM","IPC The Hospitalist Company, Inc.","NMS"
"PRSC","Providence Service Corp.","NMS"
"ACHC","Acadia Healthcare Company, Inc.","NMS"
"BEAT","BioTelemetry, Inc.","NMS"
"HWAY","Healthways Inc.","NMS"
"AMRS","Amyris, Inc.","NMS"
"GURE","Gulf Resources, Inc.","NMS"
"WDFC","WD-40 Company","NMS"
"IPHS","Innophos Holdings Inc","NMS"
"SIAL","Sigma-Aldrich Corporation","NMS"
"GPRE","Green Plains Inc.","NMS"
"HWKN","Hawkins Inc.","NMS"
"MEOH","Methanex Corporation","NMS"
"PZZA","Papa John's International Inc.","NMS"
"FRSH","Papa Murphy's Holdings, Inc.","NMS"
"SBUX","Starbucks Corporation","NMS"
"PBPB","Potbelly Corporation","NMS"
"PNRA","Panera Bread Company","NMS"
"MCOX","Mecox Lane Limited","NMS"
"ZUMZ","Zumiez, Inc.","NMS"
"MFRM","Mattress Firm Holding Corp.","NMS"
"BAMM","Books-A-Million Inc.","NMS"
"ODP","Office Depot, Inc.","NMS"
"CNV","Cnova N.V.","NMS"
"EBAY","eBay Inc.","NMS"
"PETM","PetSmart, Inc.","NMS"
"WMAR","West Marine Inc.","NMS"
"FLWS","1-800-Flowers.com Inc.","NMS"
"FIVE","Five Below, Inc.","NMS"
"PTRY","The Pantry, Inc.","NMS"
"FINL","Finish Line Inc.","NMS"
"ZAGG","ZAGG Inc","NMS"
"MIK","The Michaels Companies, Inc.","NMS"
"FTD","FTD Companies, Inc.","NMS"
"VITC","Vitacost.com, Inc.","NMS"
"SPLS","Staples, Inc.","NMS"
"ULTA","ULTA Salon, Cosmetics & Fragrance, Inc.","NMS"
"TSCO","Tractor Supply Company","NMS"
"RCII","Rent-A-Center, Inc.","NMS"
"HSNI","HSN, Inc.","NMS"
"OUTR","Outerwall Inc.","NMS"
"ISCA","International Speedway Corp.","NMS"
"POOL","Pool Corp.","NMS"
"BDE","Black Diamond, Inc.","NMS"
"SPWH","Sportsman's Warehouse Holdings, Inc.","NMS"
"JOUT","Johnson Outdoors Inc.","NMS"
"HIBB","Hibbett Sports, Inc.","NMS"
"BGFV","Big 5 Sporting Goods Corp.","NMS"
"HSII","Heidrick & Struggles International Inc.","NMS"
"HSON","Hudson Global, Inc","NMS"
"KELYA","Kelly Services, Inc.","NMS"
"RECN","Resources Connection Inc.","NMS"
"KFRC","Kforce Inc.","NMS"
"BBSI","Barrett Business Services Inc.","NMS"
"CCRN","Cross Country Healthcare, Inc.","NMS"
"PAYX","Paychex, Inc.","NMS"
"JOBS","51job Inc.","NMS"
"ZEUS","Olympic Steel Inc.","NMS"
"STLD","Steel Dynamics Inc.","NMS"
"SCHN","Schnitzer Steel Industries, Inc.","NMS"
"ROCK","Gibraltar Industries, Inc.","NMS"
"NWPX","Northwest Pipe Co.","NMS"
"USAP","Universal Stainless & Alloy Products Inc.","NMS"
"CHOP","China Gerui Advanced Materials Group Ltd.","NMS"
"IIIN","Insteel Industries Inc.","NMS"
"AMBC","Ambac Financial Group, Inc.","NMS"
"ITIC","Investors Title Co.","NMS"
"MENT","Mentor Graphics Corp.","NMS"
"PDFS","PDF Solutions Inc.","NMS"
"NATI","National Instruments Corporation","NMS"
"ADSK","Autodesk, Inc.","NMS"
"ACIW","ACI Worldwide, Inc.","NMS"
"SCSC","ScanSource, Inc.","NMS"
"VRNS","Varonis Systems, Inc.","NMS"
"CNQR","Concur Technologies, Inc.","NMS"
"PTC","PTC Inc.","NMS"
"VSEC","VSE Corp.","NMS"
"TTEK","Tetra Tech Inc.","NMS"
"ATNI","Atlantic Tele-Network, Inc.","NMS"
"WIN","Windstream Holdings, Inc.","NMS"
"SHEN","Shenandoah Telecommunications Co.","NMS"
"ALSK","Alaska Communications Systems Group Inc.","NMS"
"ELNK","EarthLink Holdings Corp.","NMS"
"FTR","Frontier Communications Corporation","NMS"
"CNSL","Consolidated Communications Holdings Inc.","NMS"
"IPAS","iPass Inc.","NMS"
"COLM","Columbia Sportswear Company","NMS"
"PERY","Perry Ellis International Inc.","NMS"
"GIII","G-III Apparel Group, Ltd.","NMS"
"LULU","Lululemon Athletica Inc.","NMS"
"EDS","Exceed Company Ltd.","NMS"
"WEYS","Weyco Group Inc.","NMS"
"ICON","Iconix Brand Group, Inc.","NMS"
"VRA","Vera Bradley, Inc.","NMS"
"SHOO","Steven Madden, Ltd.","NMS"
"RCKY","Rocky Brands, Inc.","NMS"
"CROX","Crocs, Inc.","NMS"
"TILE","Interface Inc.","NMS"
"HAS","Hasbro Inc.","NMS"
"JAKK","JAKKS Pacific, Inc.","NMS"
"MAT","Mattel, Inc.","NMS"
"USAK","USA Truck Inc.","NMS"
"YRCW","YRC Worldwide Inc.","NMS"
"FRPH","FRP Holdings, Inc.","NMS"
"ARCB","ArcBest Corporation","NMS"
"WERN","Werner Enterprises Inc.","NMS"
"PATR","Patriot Transportation Holding, Inc.","NMS"
"ECHO","Echo Global Logistics, Inc.","NMS"
"LSTR","Landstar System Inc.","NMS"
"HTLD","Heartland Express, Inc.","NMS"
"CVTI","Covenant Transportation Group, Inc.","NMS"
"JBHT","JB Hunt Transport Services Inc.","NMS"
"MRTN","Marten Transport Ltd.","NMS"
"UACL","Universal Truckload Services Inc.","NMS"
"SAIA","Saia, Inc.","NMS"
"ODFL","Old Dominion Freight Line Inc.","NMS"
"KLXIV","KLX Inc.","NMS"
"SPAR","Spartan Motors Inc.","NMS"
"PCAR","PACCAR Inc.","NMS"
"CWST","Casella Waste Systems Inc.","NMS"
"ECOL","US Ecology, Inc.","NMS"
"SRCL","Stericycle, Inc.","NMS"
"MSEX","Middlesex Water Co.","NMS"
"ARTNA","Artesian Resources Corp.","NMS"
"YORW","The York Water Company","NMS"
"CWCO","Consolidated Water Co. Ltd.","NMS"
"CTWS","Connecticut Water Service Inc.","NMS"
"RNET","RigNet, Inc.","NMS"
"UBNT","Ubiquiti Networks, Inc.","NMS"
"IQNT","Inteliquent, Inc.","NMS"
"CAMP","CalAmp Corp.","NMS"
"PCTI","PCTEL, Inc.","NMS"
"PTNR","Partner Communications Company Ltd.","NMS"
"NTLS","NTELOS Holdings Corp.","NMS"
"IDCC","InterDigital, Inc.","NMS"
"VIP","VimpelCom Ltd.","NMS"
"UTSI","UTStarcom Holdings Corp.","NMS"
"SPOK","Spok Holdings, Inc.","NMS"
"ASML","ASML Holding NV","NMS"
"ZIONW","Zions Bancorporation","NMS"
"FSRV","FirstService Corporation","NMS"
"GCOM","Globecomm Systems Inc.","NMS"
"LBRDA","Liberty Broadband Corporation","NMS"
"SPRD","Spreadtrum Communications Inc.","NMS"
"BPFHW","Boston Private Financial Holdin","NMS"
"WCRX","Warner Chilcott plc","NMS"
"ROICU","Retail Opportunity Investments ","NMS"
"ESCRP","Escalera Resources Co.","NMS"
"CMFN","N/A","NMS"
"GLAD","Gladstone Capital Corporation","NMS"
"ARCPP","American Realty Capital Properties, Inc.","NMS"
"CHDX","Chindex International Inc.","NMS"
"WHFBL","WhiteHorse Finance, Inc.","NMS"
"SHLDZ","Sears Holdings Corporation","NMS"
"COGO","Cogo Group, Inc.","NMS"
"GRFS","Grifols, S.A.","NMS"
"ZOLT","Zoltek Companies Inc.","NMS"
"LMCB","Liberty Media Corporation","NMS"
"SBLKL","Star Bulk Carriers Corp.","NMS"
"OFS","OFS Capital Corporation","NMS"
"STEI","Stewart Enterprises Inc.","NMS"
"NWS","News Corporation","NMS"
"GOLD","Randgold Resources Limited","NMS"
"BMC","BMC Software Inc.","NMS"
"VOD","Vodafone Group Public Limited Company","NMS"
"ZIONZ","Zions Bancorporation","NMS"
"MHLDO","Maiden Holdings, Ltd.","NMS"
"ABDC","Alcentra Capital Corp.","NMS"
"EMITF","Elbit Imaging Ltd.","NMS"
"OHAI","OHA Investment Corporation","NMS"
"TWGP","Tower Group International, Ltd.","NMS"
"BANFP","BancFirst Corporation","NMS"
"TCPC","TCP Capital Corp.","NMS"
"XRTX","Xyratex Ltd.","NMS"
"PACT","Pactera Technology International Ltd.","NMS"
"KMDA","Kamada Ltd.","NMS"
"HITT","Hittite Microwave Corporation","NMS"
"CRESY","Cresud Sociedad Anónima Comercial, Inmobiliaria, Financiera y Agropecuaria","NMS"
"LOGI","Logitech International SA","NMS"
"DNDN","Dendreon Corp.","NMS"
"XTXI","Crosstex Energy Inc.","NMS"
"STEC","STEC, Inc.","NMS"
"VOCS","Vocus Inc.","NMS"
"FSAM","Fifth Street Asset Management Inc.","NMS"
"WHF","WhiteHorse Finance, Inc.","NMS"
"UNTDV","United Online, Inc.","NMS"
"FFEX","Frozen Food Express Industries Inc.","NMS"
"SRSC","Sears Canada Inc.","NMS"
"SPIL","Siliconware Precision Industries Co. Ltd.","NMS"
"YONG","Yongye International, Inc.","NMS"
"AIXG","Aixtron SE","NMS"
"CNBC","Center Bancorp, Inc.","NMS"
"GAGA","Le Gaga Holdings Ltd","NMS"
"ACSF","American Capital Senior Floatin","NMS"
"NICE","NICE Systems Ltd.","NMS"
"IDIX","Idenix Pharmaceuticals Inc.","NMS"
"ONXX","Onyx Pharmaceuticals, Inc.","NMS"
"NRCIA","National Research Corp.","NMS"
"BANX","StoneCastle Financial Corp.","NMS"
"GSJK","Compressco Partners, L.P.","NMS"
"SUPX","Supertex Inc.","NMS"
"BPOPN","Popular, Inc.","NMS"
"ITRN","Ituran Location & Control Ltd.","NMS"
"WCBOD","West Coast Bancorp","NMS"
"VCBI","Virginia Commerce Bancorp Inc.","NMS"
"KEYN","Keynote Systems, Inc.","NMS"
"SBNYW","Signature Bank","NMS"
"LTRPB","Liberty TripAdvisor Holdings, Inc.","NMS"
"GOODN","Gladstone Commercial Corp.","NMS"
"SNTS","Santarus, Inc.","NMS"
"STRZB","Starz","NMS"
"DSKY","iDreamSky Technology Limited","NMS"
"NVTL","Novatel Wireless Inc.","NMS"
"MDCI","Medical Action Industries Inc.","NMS"
"LGCYP","Legacy Reserves LP","NMS"
"KFX","Kofax Limited","NMS"
"SLMBP","SLM Corporation","NMS"
"JOSB","Jos. A Bank Clothiers Inc.","NMS"
"FITBI","Fifth Third Bancorp","NMS"
"FFBCW","First Financial Bancorp.","NMS"
"ANEN","Anaren, Inc.","NMS"
"NIHD","NII Holdings Inc.","NMS"
"SHFL","SHFL entertainment, Inc.","NMS"
"RYAAY","Ryanair Holdings plc","NMS"
"OXLCN","Oxford Lane Capital Corp.","NMS"
"ASBCW","Associated Banc-Corp","NMS"
"VTNC","Vitran Corp Inc.","NMS"
"OPTR","Optimer Pharmaceuticals, Inc.","NMS"
"ERIC","Ericsson","NMS"
"USMO","USA Mobility, Inc.","NMS"
"FBMI","Firstbank Corporation","NMS"
"SLMAP","SLM Corporation","NMS"
"LSI","LSI Corporation","NMS"
"TCBIW","Texas Capital Bancshares, Inc.","NMS"
"AGNCB","American Capital Agency Corp.","NMS"
"ARTC","ArthroCare Corporation","NMS"
"PSEC","Prospect Capital Corporation","NMS"
"CADX","Cadence Pharmaceuticals Inc.","NMS"
"INTLL","INTL FCStone Inc.","NMS"
"HKTV","Hong Kong Television Network Limited","NMS"
"KELYB","Kelly Services, Inc.","NMS"
"GARS","Garrison Capital Inc.","NMS"
"PHIIK","PHI Inc.","NMS"
"QCOR","Questcor Pharmaceuticals, Inc.","NMS"
"TWTC","TW Telecom Inc.","NMS"
"OXLCP","Oxford Lane Capital Corp.","NMS"
"DFZ","R.G. Barry Corporation","NMS"
"TECUA","Tecumseh Products Company","NMS"
"RUSHA","Rush Enterprises, Inc.","NMS"
"ITMN","InterMune, Inc.","NMS"
"GLADP","Gladstone Capital Corporation","NMS"
"SYMM","Symmetricom Inc.","NMS"
"JRCC","James River Coal Co.","NMS"
"GAINP","Gladstone Investment Corporatio","NMS"
"PLAY","Dave & Buster's Entertainment, Inc.","NMS"
"NOVB","North Valley Bancorp","NMS"
"SWIR","Sierra Wireless Inc.","NMS"
"RCKB","United Financial Bancorp, Inc.","NMS"
"GAIN","Gladstone Investment Corporatio","NMS"
"CGO","Calamos Global Total Return Fun","NMS"
"VNRAP","Vanguard Natural Resources, LLC","NMS"
"LTXC","Xcerra Corporation","NMS"
"VLTR","Volterra Semiconductor Corporation","NMS"
"BELFA","Bel Fuse Inc.","NMS"
"GOODP","Gladstone Commercial Corp.","NMS"
"FDUS","Fidus Investment Corporation","NMS"
"TRLG","True Religion Apparel, Inc.","NMS"
"ARMH","ARM Holdings plc","NMS"
"ICGE","ICG Group, Inc.","NMS"
"QVCB","Liberty Interactive Corporation","NMS"
"VVTV","EVINE Live Inc.","NMS"
"CMCSK","Comcast Corporation","NMS"
"BPFHP","Boston Private Financial Holdings, Inc.","NMS"
"LBRKR","Liberty Broadband Corporation","NMS"
"QADB","QAD Inc.","NMS"
"MOLX","Molex Incorporated","NMS"
"SP","SP Plus Corporation","NMS"
"STEL","StellarOne Corporation","NMS"
"FWLT","Foster Wheeler AG","NMS"
"OXLCO","Oxford Lane Capital Corp.","NMS"
"ZIGO","Zygo Corporation","NMS"
"DSGX","The Descartes Systems Group Inc","NMS"
"ENVE","Enventis Corporation","NMS"
"SHLDR","Sears Holdings Corporation","NMS"
"OSBCP","Old Second Bancorp, Inc.","NMS"
"AMBCW","Ambac Financial Group, Inc.","NMS"
"TCBIP","Texas Capital BancShares Inc.","NMS"
"TAYCP","MB Financial Inc.","NMS"
"MOVE","Move, Inc.","NMS"
"LCAV","LCA-Vision Inc.","NMS"
"GIVN","Given Imaging Ltd.","NMS"
"TCRD","THL Credit, Inc.","NMS"
"LBTYB","Liberty Global plc","NMS"
"FIRE","Sourcefire, Inc.","NMS"
"SVVC","Firsthand Technology Value Fund","NMS"
"STKL","SunOpta Inc.","NMS"
"WBCO","Washington Banking Co.","NMS"
"ASMI","ASM International NV","NMS"
"ASTX","Astex Pharmaceuticals, Inc.","NMS"
"KBALB","Kimball International, Inc.","NMS"
"TECUB","Tecumseh Products Company","NMS"
"WTFCW","Wintrust Financial Corporation","NMS"
"NCLH","Norwegian Cruise Line Holdings Ltd.","NMS"
"SHLDW","Sears Holdings Corporation","NMS"
"ESLT","Elbit Systems Ltd.","NMS"
"BANCL","Banc of California, Inc.","NMS"
"FOX","Twenty-First Century Fox, Inc.","NMS"
"WAFDW","Washington Federal, Inc.","NMS"
"GLADO","Gladstone Capital Corporation","NMS"
"ASCA","Ameristar Casinos Inc.","NMS"
"PMTC","PTC Inc.","NMS"
"FUND","Royce Focus Trust, Inc.","NMS"
"EXFO","EXFO Inc","NMS"
"FSFR","Fifth Street Senior Floating Rate Corp.","NMS"
"TLAB","Tellabs Inc.","NMS"
"WSFSL","WSFS Financial Corp.","NMS"
"ABFS","Arkansas Best Corporation","NMS"
"PAAS","Pan American Silver Corp.","NMS"
"ROICW","Retail Opportunity Investments ","NMS"
"BOLT","Bolt Technology Corp.","NMS"
"DGICA","Donegal Group Inc.","NMS"
"OTIC","Otonomy, Inc.","NMS"
"WILN","Wi-Lan Inc.","NMS"
"AINV","Apollo Investment Corporation","NMS"
"VIA","Viacom, Inc.","NMS"
"MRCC","Monroe Capital Corporation","NMS"
"VELT","Velti Plc","NMS"
"NTRSP","Northern Trust Corporation","NMS"
"NAFC","Nash Finch Co.","NMS"
"SIVBO","SVB Financial Group","NMS"
"SBRAP","Sabra Health Care REIT, Inc.","NMS"
"CBEY","Cbeyond, Inc.","NMS"
"OPEN","OpenTable, Inc.","NMS"
"MSPD","Mindspeed Technologies Inc.","NMS"
"FURX","Furiex Pharmaceuticals, Inc.","NMS"
"SUNS","Solar Senior Capital Ltd.","NMS"
"HOME","Home Federal Bancorp Inc.","NMS"
"CHY","Calamos Convertible & High Income Fund","NMS"
"HBANP","Huntington Bancshares Incorporated","NMS"
"DBVT","DBV Technologies S.A.","NMS"
"GOODO","Gladstone Commercial Corp.","NMS"
"PFLT","PennantPark Floating Rate Capit","NMS"
"RUE","rue21, Inc.","NMS"
"SHLDV","Sears Holdings Corporation","NMS"
"DLLR","DFC Global Corp.","NMS"
"AMOV","America Movil S.A.B. de C.V.","NMS"
"LVNTB","Liberty Ventures","NMS"
"BBEPP","Breitburn Energy Partners L.P.","NMS"
"FSC","Fifth Street Finance Corp.","NMS"
"MDCA","MDC Partners Inc.","NMS"
"AGNCP","American Capital Agency Corp.","NMS"
"VNRCP","Vanguard Natural Resources, LLC","NMS"
"CSQ","Calamos Strategic Total Return ","NMS"
"LEAP","Leap Wireless International Inc.","NMS"
"FSCI","Fisher Communications, Inc.","NMS"
"CTRE","CareTrust REIT, Inc.","NMS"
"SCAI","Surgical Care Affiliates, Inc.","NMS"
"CBSTZ","Cubist Pharmaceuticals, Inc.","NMS"
"MNTG","MTR Gaming Group, Inc., Prior to Reverse Merger with Eldorado Resorts, LLC","NMS"
"SIEN","Sientra, Inc.","NMS"
"VWR","VWR Corporation","NMS"
"OXLC","Oxford Lane Capital Corp.","NMS"
"MCRS","MICROS Systems, Inc.","NMS"
"HAWKB","Blackhawk Network Holdings, Inc.","NMS"
"CHI","Calamos Convertible Opportuniti","NMS"
"EIHI","Eastern Insurance Holdings, Inc.","NMS"
"BPOPM","Popular, Inc.","NMS"
"SLRC","Solar Capital Ltd.","NMS"
"MTGEP","American Capital Mortgage Investment Corp.","NMS"
"CENTA","Central Garden & Pet Company","NMS"
"ATMI","ATMI Inc.","NMS"
"MBFIP","MB Financial Inc.","NMS"
"FMFC","First M&F; Corporation","NMS"
"DISCK","Discovery Communications, Inc.","NMS"
"FXENP","FX Energy Inc.","NMS"
"GBDC","Golub Capital BDC, Inc.","NMS"
"VPRT","Cimpress N.V.","NMS"
"MONT","Montage Technology Group Limited","NMS"
"MAXY","Maxygen, Inc.","NMS"
"OMAB","Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.","NMS"
"GMLP","Golar LNG Partners LP","NMS"
"QQQX","NASDAQ Premium Income and Growt","NMS"
"LBTYK","Liberty Global plc","NMS"
"FUBC","1st United Bancorp, Inc.","NMS"
"PACR","Pacer International, Inc.","NMS"
"DBLEP","Double Eagle Petroleum Co.","NMS"
"BKCC","BlackRock Kelso Capital Corporation","NMS"
"FSCFL","Fifth Street Finance Corp.","NMS"
"LMCKV","Liberty Media Corporation","NMS"
"ROMA","Roma Financial Corp.","NMS"
"CTREV","CareTrust REIT, Inc.","NMS"
"MEAS","Measurement Specialties Inc.","NMS"
"DISCB","Discovery Communications, Inc.","NMS"
"VNRBP","Vanguard Natural Resources, LLC","NMS"
"HITK","Hi-Tech Pharmacal Co., Inc.","NMS"
"CPTA","Capitala Finance Corp.","NMS"
"PVTBP","PrivateBancorp, Inc.","NMS"
"WPPGY","WPP plc","NMS"
"ATRA","Atara Biotherapeutics, Inc.","NMS"
"RDA","RDA Microelectronics, Inc.","NMS"
"EMMSP","Emmis Communications Corp.","NMS"
"LMCK","Liberty Media Corporation","NMS"
"HTCO","Enventis Corporation","NMS"
"SLMVV","SLM Corporation","NMS"
"SMT","Smart Technologies Inc.","NMS"
"ACCL","Accelrys Inc.","NMS"
"LGCYO","Legacy Reserves LP","NMS"
"ABGB","Abengoa SA","NMS"
"NGPC","NGP Capital Resources Company","NMS"
"SHPG","Shire plc","NMS"
"XTEX","Crosstex Energy LP","NMS"
"CSRE","CSR plc","NMS"
"APFC","American Pacific Corporation","NMS"
"CRESW","Cresud S.A.C.I.F. y A.","NMS"
"TCBIL","Texas Capital BancShares Inc.","NMS"
"ARCC","Ares Capital Corporation","NMS"
"PNNT","PennantPark Investment Corporat","NMS"
"CBSHP","Commerce Bancshares, Inc.","NMS"
"RIMG","Rimage Corporation","NMS"
"BBRY","BlackBerry Limited","NMS"
"GTAT","GT Advanced Technologies Inc.","NMS"
"CUBIL","Customers Bancorp, Inc.","NMS"
